CustomerID,Permanencia,Compras,Canasta_Prom,Ticket_Prom,Precio_Prom,Precio_Max,Productos Distintos,Pct_Devoluciones,Comprador Local,Nomada
12347.0,0.49700716154521635,0.8003467725008181,0.9966824941682991,1.0955274603770881,-0.24235448580535354,-0.07426329780256188,0.8893223210263874,-0.8039250393948271,0,0
12348.0,0.3464138259971809,0.29945468039331957,1.40897023947711,0.5222027388437381,-1.1481910240768762,1.162232255027529,-0.41184883109283577,-0.8039250393948271,0,0
12349.0,1.14957828225337,0.07422339860702587,1.0946005810241881,1.896757971854386,0.48326321483631696,3.4184575305454614,0.9633903749728084,0.9153033772197167,0,0
12350.0,-1.0552626048729952,-1.0577180989205999,0.3128801098140292,0.2651869668620285,-0.2113043848241434,1.162232255027529,-0.7135169018659211,-0.8039250393948271,0,0
12351.0,-1.0552626048729952,-1.0577180989205999,0.6167361401019108,0.12166878292867744,-0.6956647300438601,-0.07426329780256188,-0.5488939424337871,-0.8039250393948271,0,0
12352.0,0.31938425295009765,1.048245697623346,-0.763712842312241,0.04759571373468385,1.0869432657617262,3.6747583439196623,0.41227490000197986,1.073874783839221,0,0
12353.0,-0.2675436189294251,-0.5568260068131017,-0.35480874479920405,-0.41103885108970983,-0.04196979713310354,-0.3319664456362507,-0.47751296500053947,-0.8039250393948271,0,0
12354.0,-1.0552626048729952,-1.0577180989205999,1.3831284537619843,1.8621087726661611,0.04312408297227384,0.22741126261658207,0.26039076371065795,-0.8039250393948271,0,0
12355.0,0.3078001502156334,-0.5568260068131017,0.6593663175722636,0.7396922628951539,-0.17366469244813573,-0.07426329780256188,-0.14488409814227088,-0.8039250393948271,0,0
12356.0,0.49700716154521635,0.48988501576479315,1.4609712691068175,1.8403031301177168,-0.08163578065686868,0.7703274506147764,0.733267206846029,-0.8039250393948271,0,0
12357.0,0.3155228853719429,-0.20143741171417867,2.923615092288712,4.224458197650075,0.5114950904006578,4.594707444569586,1.4833947981088922,-0.8039250393948271,0,0
12358.0,1.7635357271799759,0.29945468039331957,0.4112894716093757,1.4145685853073573,0.9365346857152546,1.162232255027529,0.23209955581276964,-0.8039250393948271,0,0
12359.0,1.558883245537774,1.048245697623346,0.6739979580908622,1.6044790026149391,0.7638817640016279,2.5996183390222924,1.6107485536704966,1.3056202738679257,0,0
12360.0,1.273142044754322,0.8003467725008181,0.7935445282472663,0.8965330531736951,-0.18592239718777226,1.162232255027529,1.0839267715139342,0.31649817812236203,0,0
12361.0,0.4699775884981331,0.07422339860702587,-0.9869361500848558,-1.0412316454509312,0.1392325220773318,0.09725622010391866,-0.6691621147691496,-0.8039250393948271,0,0
12362.0,1.7828425650707498,1.1557353675997408,0.3438162160203257,0.7769173146593894,0.287165290077683,2.4769240261503347,1.2700372201923964,0.9917078520475852,0,0
12363.0,-0.5417007169784127,-0.5568260068131017,0.3505727320698112,0.004021815925503766,-0.5048693197966752,-0.5602283770286947,-0.47751296500053947,-0.8039250393948271,0,0
12364.0,-0.6498190091667458,0.07422339860702587,1.012969871546307,0.24002614093341348,-0.9962143057993413,0.09725622010391866,0.41227490000197986,-0.8039250393948271,0,0
12365.0,-1.0552626048729952,-0.5568260068131017,-0.56689802315073,0.20821102920004217,0.9752158663607419,3.493695383463087,-0.5124273288630706,1.4608215350480005,0,0
12366.0,-1.0552626048729952,-1.0577180989205999,0.7527691762964093,0.8136581632366965,-0.21725561824101738,-1.9207421836798164,-1.947407439306109,-0.8039250393948271,0,0
12367.0,-1.0552626048729952,-1.0577180989205999,0.1726983116698862,-0.6632821349320794,-0.879630346819643,0.29175106031440495,-1.0461457687241897,-0.8039250393948271,0,0
12368.0,-1.0552626048729952,-1.0577180989205999,0.8703573965225405,1.6407783122242179,0.5141008012483779,0.09371390337111857,-0.6691621147691496,-0.8039250393948271,0,0
12369.0,-0.17487079705371097,-0.20143741171417867,1.1148467656149614,1.0547321357346242,-0.4239007207687308,1.162232255027529,0.6158724655605186,-0.8039250393948271,0,0
12370.0,1.3272011908484886,0.6548432754922423,1.000375021635418,1.0999422004870427,-0.2425872045023237,1.162232255027529,1.123709777120437,-0.8039250393948271,0,1
12371.0,1.2654193095980126,0.29945468039331957,0.720138147283273,1.4763921565435967,0.5431822554434846,1.162232255027529,0.9394364476328624,-0.8039250393948271,0,0
